11,1,2,7,8
12,3,4,5,6
21,2,3,4,5
22,1,6,7,8
31,7,8,9,10
32,5,6,11,12
33,3,4,13,14
34,1,2,15,16
41,3,4,5,6
42,1,2,7,8
